x0,x1,x2,x3,x4,x5,x6,x7,t0,t1,t2,t3,t4,t5,t6,t7
71,71,69,69,73,73,71,69,64,64,64,64,68,69,68,66
71,73,74,74,73,76,76,73,66,66,66,65,66,68,71,71
74,74,73,74,76,74,73,71,73,71,69,69,64,64,64,66
71,71,69,73,73,69,71,69,64,62,61,64,64,66,66,66
68,66,66,64,66,68,69,66,64,64,62,61,62,62,64,62
70,70,70,72,74,72,70,72,65,63,65,65,70,69,67,67
72,74,70,72,74,75,77,75,65,65,65,65,70,70,72,72
74,72,72,70,70,70,70,72,70,70,69,65,65,63,65,65
74,72,70,72,72,74,70,72,70,69,67,67,65,65,65,65
74,75,77,75,74,72,72,70,70,70,72,72,70,70,69,65
74,74,72,72,70,70,69,69,65,65,65,63,62,67,67,66
70,72,74,72,72,70,70,69,67,69,70,69,69,69,67,67
69,70,65,70,72,74,70,72,66,67,62,62,67,66,62,62
74,75,77,75,74,72,72,72,67,67,65,65,65,67,65,63
71,70,71,73,74,76,74,73,67,66,66,70,71,73,71,70
71,71,67,69,71,69,67,66,66,66,64,62,62,64,64,64
66,64,71,70,71,73,74,76,63,59,67,66,66,70,71,73
74,73,71,71,67,69,71,69,71,70,66,66,64,62,62,64
67,66,66,64,64,67,67,69,64,64,63,59,59,64,62,64
64,67,69,71,71,76,75,76,60,59,57,55,62,67,66,64
78,74,73,71,71,72,74,71,71,71,70,66,67,67,69,62
74,69,67,67,66,66,64,64,62,60,59,64,64,62,62,60
69,72,70,69,67,72,70,69,66,68,67,66,61,62,62,62
70,69,72,70,69,67,72,70,67,66,68,67,66,61,62,62
65,67,69,65,65,67,69,70,62,62,64,62,60,58,60,62
69,70,67,67,66,67,67,74,60,62,62,63,62,62,62,62
70,72,74,72,70,69,69,69,62,63,65,63,62,61,62,62
71,71,69,69,67,66,66,64,67,66,64,63,64,64,63,59
71,71,73,74,71,76,76,76,67,66,64,62,62,67,69,71
75,76,78,79,78,78,76,71,71,67,69,71,71,69,67,67
71,69,69,67,66,66,64,71,66,64,63,64,64,63,59,67
71,73,74,71,76,76,76,75,66,64,62,62,67,69,71,71
76,78,79,78,78,76,71,71,67,69,71,71,69,67,67,67
72,71,69,69,69,67,71,73,69,67,67,66,66,62,67,67
74,71,71,76,74,73,73,73,69,67,69,71,71,71,71,70
71,71,71,69,67,66,66,66,66,67,66,64,64,64,64,63
74,74,75,77,75,74,74,72,65,67,67,65,65,70,69,67
72,72,72,74,75,74,72,72,65,64,65,65,63,65,67,65
72,70,70,70,69,67,69,70,63,62,63,62,60,60,65,65
72,70,69,67,67,67,67,67,65,65,65,65,64,62,62,64
69,70,69,67,67,65,65,74,64,62,62,62,60,60,60,60
74,75,77,75,74,72,72,72,58,58,60,65,65,67,65,67
72,72,74,75,74,72,72,70,67,65,65,63,65,67,69,69
70,75,74,75,77,74,72,74,67,67,67,65,65,65,65,70
66,69,71,69,74,74,74,74,62,62,62,62,62,64,66,67
73,74,74,73,71,76,76,74,69,69,69,69,67,67,66,66
73,74,73,73,73,73,71,66,66,66,66,67,66,64,62,62
69,71,69,74,74,74,74,73,62,62,62,62,64,66,67,69
74,74,73,71,76,76,74,73,69,69,69,67,67,66,66,66
74,73,73,73,73,71,71,71,66,66,67,66,64,62,66,64
71,73,73,71,73,69,69,68,62,61,63,65,66,66,66,64
73,66,68,69,71,69,74,74,70,61,61,66,68,66,66,71
67,67,66,67,69,70,70,69,62,63,62,62,60,58,60,62
69,67,67,67,69,69,74,72,60,58,62,64,65,65,70,70
72,70,70,70,70,69,67,67,69,69,67,66,67,66,62,63
66,67,69,70,70,69,69,67,62,62,60,58,60,62,60,58
67,67,69,69,74,72,72,70,62,64,65,65,70,70,69,69
70,70,70,69,74,74,72,70,67,66,67,66,62,63,65,65
70,69,72,70,69,67,70,69,64,65,67,67,66,62,64,65
69,67,69,70,72,74,74,74,60,60,60,62,63,62,66,67
69,69,65,67,67,69,65,64,65,64,62,62,61,62,62,61
62,69,69,67,67,72,69,65,57,64,62,62,64,65,61,62
67,69,69,72,74,77,76,76,62,61,64,65,69,67,69,67
74,73,74,74,76,76,74,72,65,64,66,67,67,69,71,69
69,70,70,69,69,69,67,67,66,67,65,64,62,61,62,64
72,72,71,69,69,67,67,72,67,69,67,67,65,64,65,67
74,74,76,76,76,74,76,76,69,67,67,67,67,69,71,69
74,74,72,74,74,74,72,72,69,67,67,69,67,65,64,67
72,71,69,69,67,67,72,74,69,67,67,65,64,65,67,69
74,76,76,76,74,76,76,74,67,67,67,67,69,71,69,69
74,72,74,74,74,72,72,72,67,67,69,67,65,64,64,65
74,76,74,74,76,72,71,69,65,72,67,65,64,64,64,64
69,74,72,71,72,71,69,67,64,62,62,62,67,64,66,62
67,72,72,72,74,74,74,76,62,67,65,64,69,65,67,67
74,76,72,72,77,77,77,76,65,67,65,67,65,67,69,70
74,76,74,74,76,76,77,77,70,64,65,67,67,69,69,70
79,77,76,77,79,72,76,74,70,70,70,69,67,65,67,69
72,71,72,71,69,67,67,72,69,67,67,64,66,62,62,69
74,74,74,69,70,72,72,70,67,66,67,66,67,67,66,67
69,69,69,67,70,70,70,69,67,67,66,62,67,67,65,63
69,67,67,66,67,69,74,74,62,62,60,60,62,62,67,66
74,69,70,72,72,70,69,69,67,66,67,67,66,67,67,67
69,67,70,70,70,69,69,67,66,62,67,67,65,63,62,62
67,66,67,69,69,70,72,69,60,60,62,62,66,67,67,65
70,69,67,67,67,65,70,72,65,65,65,65,64,60,65,65
74,74,70,70,75,74,72,72,65,63,65,62,67,67,67,65
72,70,69,70,70,72,74,74,63,62,65,63,62,60,65,67
76,76,69,74,74,72,71,72,67,65,65,65,64,64,64,64
72,76,74,72,71,72,71,69,62,62,62,62,62,62,62,62
68,69,68,65,64,83,83,86,64,64,64,64,71,71,72,72
84,83,81,80,81,81,84,83,72,72,72,72,72,71,71,71
81,79,77,79,79,82,81,79,71,71,71,71,69,69,69,69
77,77,76,74,76,76,69,74,69,67,67,67,67,65,65,65
74,72,71,72,72,76,74,72,64,64,64,64,62,62,62,62
71,72,71,69,68,69,68,65,62,62,62,62,64,64,64,64
64,83,83,86,84,83,81,80,71,71,72,72,72,72,72,72
81,81,84,83,81,79,77,79,72,71,71,71,71,71,71,71
79,82,81,79,77,76,77,76,69,69,69,69,69,69,69,69
81,81,84,83,81,79,77,79,72,71,71,72,74,67,67,67
79,82,81,79,77,76,77,77,69,69,69,69,71,71,71,72
79,81,83,84,79,79,72,77,72,72,72,67,67,69,69,69
77,76,74,76,76,79,77,76,67,67,67,67,69,69,69,69
74,73,74,74,77,76,74,72,65,65,65,64,64,64,64,64
81,81,84,83,81,79,81,79,72,71,71,71,71,74,74,74
77,76,76,76,79,77,76,74,74,72,71,69,69,69,69,69
73,74,74,77,76,74,73,74,69,69,71,71,71,71,64,64
71,73,74,69,74,74,72,71,64,64,65,65,65,64,64,64
72,72,76,74,72,71,72,74,64,62,62,62,62,67,67,67
74,77,76,74,72,76,81,81,64,64,64,64,64,64,64,64
71,67,69,71,72,71,71,71,64,64,66,67,69,67,63,64
69,67,67,66,67,69,67,66,66,66,64,64,63,63,64,63
67,69,71,72,71,71,71,69,64,66,67,69,67,63,64,66
69,71,67,69,71,72,74,72,66,67,64,66,64,64,62,64
71,72,71,69,72,66,66,76,64,64,62,64,64,63,64,66
75,76,74,72,71,69,79,78,66,64,66,67,65,64,64,69
76,76,75,73,71,76,72,71,71,72,66,64,63,64,64,64
70,70,70,70,72,68,68,67,65,67,68,67,67,67,65,65
69,69,67,67,65,70,70,70,60,65,65,64,60,65,67,65
74,72,70,69,67,69,69,67,65,64,65,60,60,60,65,65
67,65,77,77,75,74,74,72,64,60,70,69,67,65,67,69
74,74,72,72,71,72,65,70,68,67,67,65,67,67,60,65
72,72,74,75,75,77,75,74,67,69,70,69,67,65,67,67
72,75,74,72,77,70,72,74,69,70,68,67,65,65,67,65
74,74,74,74,74,69,71,73,69,69,67,66,64,62,62,64
74,73,71,71,69,74,73,73,57,69,69,68,64,71,64,66
71,69,69,71,69,67,66,64,67,66,64,62,61,59,59,61
62,74,74,74,74,74,69,71,57,69,69,67,66,64,62,62
73,74,73,71,71,69,74,73,64,57,69,69,68,64,71,64
73,71,69,69,71,69,67,66,66,67,66,64,62,61,59,59
74,73,74,73,73,71,71,71,66,66,66,64,69,66,64,62
69,71,71,71,69,71,69,67,61,64,62,64,66,66,66,66
67,66,74,73,71,71,69,69,64,63,66,64,62,67,67,66
65,65,67,69,70,72,72,72,60,62,64,65,65,65,67,69
74,74,76,76,77,65,67,69,69,67,70,69,65,62,64,65
70,72,72,72,70,70,69,69,67,66,67,69,69,67,67,65
67,67,65,65,65,67,69,70,65,64,60,60,62,64,65,65
72,72,72,74,74,76,76,77,65,67,69,69,67,70,69,65
65,67,69,70,72,72,72,70,62,64,65,67,66,67,69,69
70,70,69,67,67,65,72,67,65,64,65,65,64,60,65,65
67,69,69,70,70,69,69,67,64,63,62,62,67,67,66,66
67,72,72,74,74,76,77,77,62,65,63,62,65,70,69,67
73,69,71,73,74,76,74,74,68,66,64,64,64,64,66,64
73,73,74,76,76,76,71,71,64,69,69,69,68,69,68,66
71,73,74,76,74,73,71,73,64,64,64,64,69,69,68,68
69,69,71,71,73,74,76,74,68,66,66,64,64,64,66,66
73,73,74,76,76,76,71,73,66,64,64,64,66,68,66,64
67,74,74,74,74,74,74,76,62,62,64,66,67,67,65,64
74,73,74,74,74,74,74,72,64,64,62,66,67,66,67,69
71,72,74,74,72,72,71,71,66,66,65,64,64,66,67,66
69,69,67,72,72,71,69,69,60,65,64,64,65,67,65,64
67,65,64,64,69,69,69,69,62,62,60,62,64,63,64,66
67,67,67,69,69,71,72,74,66,64,64,62,60,65,64,64
76,74,74,74,72,72,71,71,69,69,67,65,64,67,67,65
72,72,71,69,69,67,65,64,64,65,67,65,64,62,62,60
64,69,69,69,69,67,67,67,62,64,63,64,66,66,64,64
69,69,71,72,74,76,74,74,62,60,65,64,64,69,69,67
74,72,72,72,74,72,69,71,65,64,67,69,71,69,64,64
72,72,74,71,71,72,74,72,64,62,62,62,67,67,67,67
71,69,71,72,74,71,76,76,67,65,65,64,66,68,69,67
77,76,74,76,74,72,72,71,65,65,67,67,65,64,69,67
72,71,72,71,71,69,71,67,67,67,69,69,67,67,66,66
67,67,69,66,67,76,74,74,64,64,64,62,62,60,62,64
72,72,71,76,76,77,76,74,64,63,64,64,62,60,64,68
74,76,74,72,71,69,74,71,69,71,71,64,64,64,62,64
64,71,68,64,71,73,73,71,59,59,59,61,63,68,66,66
71,73,75,76,75,73,73,73,68,69,69,68,66,66,68,66
68,66,66,64,64,71,68,64,64,64,63,59,59,59,59,61
71,73,73,71,71,73,75,76,63,68,66,66,68,69,69,68
75,73,73,73,73,71,68,73,66,66,68,66,64,63,64,64
71,68,71,68,69,68,66,68,66,64,66,64,66,64,63,64
69,68,66,68,69,68,68,66,66,64,63,64,66,64,63,61
66,66,66,64,76,75,73,71,63,64,63,59,68,67,68,68
70,69,67,65,65,67,69,70,65,65,64,60,60,65,66,67
72,70,69,67,69,70,67,65,69,67,65,60,60,60,60,60
70,69,70,72,72,74,72,70,62,63,65,65,65,65,63,61
69,67,66,71,71,71,73,73,66,62,62,62,67,66,64,69
73,74,74,71,71,69,67,69,67,66,66,62,67,66,64,64
67,66,64,66,62,69,67,66,62,62,61,61,57,64,62,62
71,71,71,73,73,74,74,71,66,64,62,61,66,66,66,67
71,71,69,67,69,67,66,64,66,64,64,62,64,64,62,62
66,62,62,64,66,66,66,64,61,57,57,57,62,62,62,61
67,69,69,69,67,66,67,66,64,64,62,61,61,62,62,62
64,62,62,62,64,66,66,66,61,57,57,57,57,62,62,62
64,64,64,64,66,67,67,67,62,61,59,61,62,64,64,64
69,69,67,66,66,67,66,66,67,66,64,62,57,62,62,64
67,67,69,70,72,74,74,74,62,62,62,62,67,66,66,67
72,72,70,72,69,69,70,72,67,66,67,69,66,66,67,69
74,74,72,72,74,74,70,72,70,70,70,69,70,69,67,69
72,74,74,72,72,70,74,77,67,65,65,67,65,65,70,72
74,74,74,72,72,72,72,72,70,69,67,67,65,64,65,67
72,74,76,74,72,71,69,67,67,67,67,67,69,62,62,62
72,74,74,76,76,74,76,77,67,69,71,72,67,67,67,67
76,74,72,72,72,74,76,74,67,67,67,67,67,67,67,67
72,71,69,67,72,74,74,76,69,62,62,62,67,69,71,72
76,74,76,77,76,74,72,72,67,67,67,67,67,67,67,67
76,77,77,77,79,77,76,74,67,69,70,72,70,69,67,65
74,74,76,79,79,81,79,77,69,68,69,67,72,72,71,69
76,76,74,76,79,79,77,77,67,66,67,67,72,71,69,71
76,74,72,74,76,76,72,76,72,72,69,69,71,64,64,67
76,79,77,77,76,74,72,74,69,70,69,71,72,67,67,67
76,78,79,79,78,78,78,78,71,69,67,71,72,69,66,66
71,69,69,67,67,66,66,66,67,67,66,66,64,64,63,61
79,78,78,78,78,76,76,76,71,72,69,66,66,71,68,64
76,76,71,71,71,71,72,72,69,68,67,69,69,67,67,69
77,77,77,76,72,72,74,76,69,69,69,67,69,67,65,67
77,77,76,76,74,74,72,72,69,69,67,65,65,67,67,69
70,70,69,67,67,69,69,67,62,64,65,64,62,61,62,62
67,69,71,72,72,74,72,72,60,60,60,60,65,65,65,64
71,72,72,74,76,77,77,76,62,64,65,65,70,69,67,67
74,74,72,72,70,70,69,69,66,68,69,69,69,67,67,65
74,74,72,72,70,70,69,67,65,63,63,62,62,64,65,64
67,69,69,71,72,74,72,72,64,63,62,62,63,65,65,63
72,72,71,69,71,72,74,76,69,67,67,65,65,64,62,60
74,74,74,72,72,71,69,71,62,64,65,64,66,67,66,68
72,74,74,71,71,71,69,72,69,69,67,65,64,62,60,69
72,71,69,71,72,74,76,74,67,67,65,65,64,62,60,62
74,74,72,72,71,69,71,72,64,65,64,66,67,66,68,69
74,74,71,71,71,69,74,76,69,67,65,64,62,60,67,67
76,71,72,74,74,72,72,72,67,62,62,62,64,66,68,69
71,72,74,74,69,71,72,71,68,69,69,67,66,66,64,62
66,71,71,69,67,67,66,64,62,62,64,66,59,61,62,62
64,64,66,73,74,74,73,71,61,59,61,66,66,66,66,66
73,73,71,66,71,71,69,67,66,64,62,62,62,64,66,59
67,66,64,64,64,66,73,74,61,62,62,61,59,61,66,66
74,73,71,73,73,71,74,73,66,66,66,66,64,62,66,64
71,69,69,71,73,74,74,74,64,64,62,61,67,69,67,66
69,71,71,69,69,67,66,67,66,66,64,64,63,64,64,64
66,74,73,74,76,74,74,73,63,64,64,64,64,66,64,64
76,77,79,72,77,77,76,74,69,69,67,69,69,68,67,67
74,72,74,74,76,69,69,74,65,64,67,67,67,66,64,66
69,69,69,69,71,71,69,74,61,62,64,66,66,64,64,69
76,76,74,73,74,76,78,78,69,67,66,64,66,67,69,66
76,74,73,73,71,71,69,69,71,71,71,69,69,68,64,66
74,74,73,74,76,71,69,68,66,67,69,69,69,68,66,64
66,66,64,64,71,71,71,73,64,63,59,61,63,63,64,64
74,73,71,71,69,71,73,73,62,62,62,64,66,66,64,66
74,70,72,74,75,77,75,75,70,67,69,70,70,70,70,69
74,74,75,77,77,72,72,74,70,65,65,70,70,70,69,69
72,70,69,65,70,72,72,74,69,67,65,60,65,67,69,70
75,77,75,74,72,74,70,70,70,70,70,70,65,69,69,67
72,72,74,75,77,77,75,75,67,65,65,67,68,67,67,66
74,74,75,77,77,77,72,72,67,70,70,72,69,70,67,65
74,70,70,69,65,70,72,74,69,69,67,65,60,65,63,65
71,71,71,71,71,73,74,73,68,66,68,69,68,69,71,71
73,71,71,69,71,69,68,66,69,62,64,66,66,66,64,64
64,66,68,70,71,73,73,71,59,59,64,61,66,66,64,63
71,71,71,71,71,73,74,73,68,66,68,69,68,69,71,71
73,71,71,69,71,69,68,66,69,62,64,66,66,66,64,64
64,66,68,70,71,73,73,71,59,59,64,61,66,66,64,63
71,71,76,76,75,73,73,75,64,66,68,70,71,70,68,66
76,75,73,71,71,71,76,76,71,68,70,66,68,69,71,69
69,66,64,62,69,69,71,71,64,62,61,61,62,66,67,64
64,62,69,71,71,69,69,67,61,57,62,62,67,67,66,64
73,71,69,69,69,69,69,69,64,64,64,64,64,66,64,66
69,74,72,71,71,71,71,76,67,69,66,67,69,69,68,68
76,74,74,73,69,71,69,71,66,66,64,64,62,62,62,67
71,73,74,69,69,69,67,66,66,67,66,64,66,64,62,62
69,69,65,67,69,65,64,62,65,64,62,62,62,62,61,57
69,69,72,74,76,77,76,74,61,62,64,67,67,69,67,65
74,73,74,74,76,74,74,72,67,69,69,67,67,66,68,69
71,72,69,69,67,65,69,70,65,67,65,65,64,60,62,62
69,67,65,67,65,65,64,64,61,61,62,64,61,62,62,61
62,67,69,71,72,74,74,72,59,62,62,62,67,67,66,66
71,76,76,74,72,71,72,69,62,60,59,57,64,62,64,62
67,62,67,69,71,72,74,74,62,59,62,62,62,67,67,66
72,71,76,76,74,72,71,72,66,62,60,59,57,64,62,64
69,67,74,76,76,76,69,69,62,62,67,67,69,67,66,66
74,74,74,67,71,69,67,66,67,67,65,64,62,61,59,57
67,64,62,74,72,72,71,71,59,57,57,55,55,57,59,60
71,71,70,71,73,73,74,73,66,64,66,66,68,70,71,70
71,71,71,73,73,73,78,76,66,66,68,69,69,67,66,68
76,74,73,71,71,70,71,73,70,71,70,66,64,66,66,68
73,74,73,71,71,71,73,73,70,71,70,66,66,68,69,69
73,78,76,76,74,73,78,76,67,66,68,70,71,70,69,69
76,74,74,73,74,76,74,73,67,66,68,70,71,73,71,70
71,74,74,73,71,71,69,68,66,66,68,69,69,68,66,64
74,74,76,76,78,78,76,74,66,71,69,67,66,68,70,71
71,71,69,71,67,66,67,69,63,64,64,66,64,64,64,64
66,64,64,66,67,69,71,69,63,59,59,59,64,62,62,62
69,74,73,73,71,71,76,78,64,66,66,64,63,64,64,62
76,71,73,71,71,69,69,71,64,65,66,66,65,66,66,68
73,75,76,76,74,74,73,74,69,69,71,73,73,71,71,70
72,72,71,69,69,67,67,72,67,69,67,60,62,64,65,67
74,74,76,76,76,76,76,76,69,67,67,67,71,69,68,69
76,76,74,72,74,74,74,72,64,65,67,67,67,69,67,67
72,72,72,71,69,69,67,67,64,67,69,67,60,62,64,65
72,74,74,76,76,76,76,76,67,69,67,67,67,71,69,68
76,76,76,74,72,74,74,74,69,64,65,67,67,67,69,67
72,72,72,72,74,76,74,74,67,64,64,65,65,64,68,69
74,72,71,72,69,69,67,67,62,62,62,64,62,60,59,64
72,72,74,76,77,76,74,76,62,69,67,67,67,67,65,64
72,72,77,77,76,74,76,74,64,69,69,69,70,65,67,65
74,76,76,77,77,77,79,77,67,67,69,65,69,69,67,67
76,74,72,76,74,72,71,72,67,67,69,67,69,69,67,67
69,69,67,67,72,72,71,69,67,66,62,62,64,65,67,60
69,67,74,76,76,76,74,74,62,64,65,64,62,64,66,67
76,77,76,74,72,74,74,74,67,65,67,67,67,67,69,67
67,70,70,69,69,67,67,66,62,62,63,63,62,62,60,60
67,69,74,74,69,70,72,70,62,62,62,67,66,67,67,67
69,69,67,70,70,69,69,67,67,66,62,62,63,63,62,62
67,66,67,69,69,70,72,69,60,60,62,62,66,67,67,65
70,69,67,67,65,70,72,72,65,65,65,64,60,65,67,69
74,74,75,74,72,72,70,74,70,70,70,70,70,69,65,65
74,72,72,74,70,72,74,74,65,65,63,62,62,67,66,67
79,79,79,79,79,78,79,79,76,74,72,74,76,74,74,76
79,76,79,77,77,79,81,83,74,72,72,72,74,76,77,74
84,79,79,79,79,79,78,79,76,76,74,72,74,76,74,74
79,79,76,79,77,77,79,81,76,74,72,72,72,74,76,77
76,77,76,74,72,72,74,76,72,72,72,72,67,60,60,67
77,79,77,76,77,79,81,77,72,67,74,72,74,76,77,74
79,81,79,81,79,77,76,77,76,77,76,77,76,74,72,74
79,79,81,83,84,84,84,83,74,76,77,77,76,77,79,79
70,70,72,72,74,74,74,75,67,67,63,68,68,67,68,68
77,75,77,77,77,75,75,75,68,67,70,70,68,67,67,69
74,74,72,74,75,72,72,70,70,69,67,63,63,65,63,62
70,70,72,72,70,70,68,67,63,63,63,68,68,67,65,65
67,70,70,70,70,68,68,68,64,64,65,67,64,60,65,62
67,65,67,68,65,65,63,70,63,63,63,63,63,62,58,67
70,72,72,72,74,74,75,77,67,68,68,67,65,67,67,67
75,70,70,72,73,72,70,68,67,63,63,63,63,63,62,63
69,69,71,72,72,71,71,76,64,64,64,64,69,69,68,67
74,72,71,72,71,69,76,74,65,66,59,64,64,65,67,67
76,69,71,73,74,72,71,76,67,65,65,64,65,64,64,64
72,74,74,76,76,76,72,76,67,65,70,70,69,67,69,72
70,70,67,69,70,72,74,72,67,65,63,63,62,62,62,63
72,72,72,70,70,69,69,67,63,62,63,62,62,62,72,70
70,70,67,69,70,72,74,72,67,65,63,63,62,62,62,63
72,72,72,70,70,69,69,67,63,62,63,62,62,62,72,70
72,74,74,69,70,72,72,70,65,65,65,60,60,60,69,69
70,70,70,69,70,72,72,67,67,66,67,65,67,67,65,63
69,70,70,69,67,67,65,70,63,62,64,65,65,64,60,62
69,69,67,69,70,72,70,69,60,62,64,66,67,67,67,67
67,67,69,67,67,65,65,62,62,64,65,65,64,62,57,58
65,65,65,65,65,67,69,69,60,63,62,60,59,64,64,66
70,70,70,74,72,72,70,69,67,66,67,67,67,66,67,67
69,67,67,67,69,67,67,65,66,62,62,64,65,65,64,62
65,62,65,65,65,65,65,67,57,58,60,63,62,60,59,64
69,69,70,70,70,74,72,72,64,66,67,66,67,67,67,66
70,69,69,67,72,72,72,72,67,67,66,62,67,67,65,65
72,72,74,74,74,74,72,72,64,65,65,64,65,67,69,67
70,70,70,72,74,74,74,72,69,62,67,69,70,69,67,67
72,70,70,69,67,67,66,69,66,67,62,62,62,60,62,66
70,74,72,72,72,72,70,69,67,65,64,62,64,66,67,67
65,65,67,69,67,65,64,64,60,62,64,65,64,62,62,61
62,69,70,70,67,69,67,65,57,66,67,65,64,65,64,60
65,65,67,69,67,65,64,64,60,62,64,65,64,62,62,61
62,69,70,70,67,69,67,65,57,66,67,65,64,65,64,60
65,67,69,69,70,70,72,72,60,60,65,66,67,67,67,65
67,72,69,69,67,65,64,64,64,67,65,63,62,62,62,61
67,67,69,69,70,72,74,74,62,63,64,66,67,67,66,66
74,72,72,70,72,69,69,70,67,67,66,67,69,66,66,67
72,74,74,72,72,72,74,74,69,70,70,70,69,67,69,66
70,72,74,74,72,72,72,70,62,60,65,67,67,65,63,62
74,77,74,74,74,74,72,72,65,65,65,67,69,67,67,65
72,72,72,72,72,74,72,72,67,64,65,65,63,62,64,66
62,69,66,64,62,69,71,73,57,57,57,57,59,61,66,66
74,71,69,69,71,73,74,73,66,64,64,66,67,67,66,64
73,71,74,73,71,69,66,71,69,69,69,68,68,64,62,62
69,67,67,66,64,64,62,62,62,62,61,62,62,61,57,57
69,66,64,62,69,71,73,74,57,57,57,59,61,66,66,66
71,69,69,71,73,74,73,73,64,64,66,67,67,66,64,69
71,74,73,71,69,66,71,69,69,69,68,68,64,62,62,62
67,67,66,64,64,62,69,66,62,61,62,62,61,57,64,62
69,66,66,66,64,64,66,66,64,62,62,62,61,61,62,62
64,66,67,66,66,64,64,62,61,63,64,62,61,59,61,57
74,73,73,71,71,69,67,67,66,66,64,62,64,66,66,64
63,63,65,65,65,67,65,63,58,60,60,59,60,62,62,62
63,63,67,69,69,70,70,68,60,62,63,63,62,62,67,67
68,67,67,65,65,63,65,67,65,65,63,63,62,60,62,63
69,70,72,70,68,68,68,67,63,62,65,65,63,62,63,58
67,67,68,65,65,65,65,63,63,62,63,63,62,60,62,58
63,63,65,65,65,67,65,63,58,60,60,59,60,62,62,62
63,63,67,69,69,70,70,68,60,62,63,63,62,62,67,67
68,67,67,65,65,63,65,67,65,65,63,63,62,60,62,63
69,70,72,70,68,68,68,67,63,62,65,65,63,62,63,58
67,67,68,65,65,65,65,63,63,62,63,63,62,60,62,58
75,75,75,75,74,70,72,72,70,68,67,65,65,63,63,61
72,67,75,75,75,74,70,72,63,63,67,65,65,65,65,67
72,72,70,67,68,70,72,70,65,63,62,63,65,67,68,67
67,68,70,70,68,68,67,65,63,63,65,67,60,62,63,63
65,70,72,74,75,75,74,72,62,65,65,65,67,69,70,70
76,76,76,76,76,76,74,74,68,69,71,68,69,69,69,64
72,71,69,69,68,69,69,71,64,64,60,62,64,64,66,68
71,72,71,69,69,69,67,65,65,67,67,67,65,64,64,64
65,67,65,65,64,69,69,69,62,64,64,62,61,60,65,65
67,67,69,69,71,72,74,74,59,64,64,62,62,64,65,67
76,76,74,74,72,71,69,69,67,69,69,67,67,67,64,66
64,65,67,69,67,67,65,65,60,62,64,65,65,64,64,62
64,66,68,69,71,71,69,69,59,59,64,64,64,64,64,63
68,66,71,73,75,76,76,75,64,63,66,66,70,71,66,66
73,73,73,71,64,66,68,69,68,68,70,66,59,59,64,64
71,71,69,69,68,66,71,73,64,64,64,63,64,63,66,66
75,76,76,75,73,73,73,71,70,71,66,66,68,68,70,66
71,76,75,73,73,73,71,71,68,73,71,71,71,69,69,68
69,69,68,66,66,71,69,68,68,66,64,64,63,62,60,59
72,69,69,72,74,74,72,72,67,65,67,69,70,69,67,69
67,65,72,69,69,72,74,74,64,60,67,65,67,69,70,69
69,67,67,65,67,67,67,69,65,65,64,60,60,62,64,60
70,72,70,69,69,67,67,69,62,60,60,60,62,64,64,65
71,72,74,72,71,72,72,69,65,67,69,69,67,67,64,60
72,74,72,70,70,69,69,67,65,65,63,62,64,66,62,64
64,64,69,67,66,64,62,69,61,61,62,64,62,61,57,66
71,71,71,69,69,67,66,64,67,67,66,64,62,64,62,61
66,68,69,71,73,74,73,71,62,64,64,66,66,66,64,64
71,69,69,69,69,74,72,71,62,61,61,62,62,62,62,62
71,71,71,71,71,71,76,76,62,67,67,66,67,69,71,69
74,69,69,71,69,67,66,64,66,66,64,62,62,62,62,61
67,69,71,72,74,72,71,69,59,62,67,67,69,69,67,62
71,71,71,69,71,72,71,69,67,67,67,62,67,69,67,62
69,71,72,74,72,71,69,71,62,67,67,69,69,67,62,67
71,71,69,71,72,71,69,67,67,67,62,67,69,67,62,59
71,69,71,72,71,69,69,67,67,64,67,69,67,67,59,59
71,71,69,67,66,71,69,67,66,67,64,64,62,67,66,66
71,69,67,66,66,67,71,73,62,60,60,60,59,59,67,67
75,76,71,73,74,73,71,73,66,64,64,64,66,66,66,66
74,73,71,71,71,71,69,67,66,66,66,62,67,66,64,64
66,66,67,69,69,71,69,67,62,60,59,64,62,62,61,61
66,67,67,66,66,73,74,73,63,64,64,64,62,66,66,67
71,71,76,76,74,72,71,72,67,66,67,66,67,66,66,66
69,71,69,69,69,67,71,71,66,67,67,64,66,62,67,66
76,76,74,72,71,72,71,71,67,66,67,66,66,66,67,67
69,69,69,67,69,69,71,72,67,64,66,62,64,62,66,67
76,74,72,71,71,71,69,69,67,69,69,67,67,66,64,62
69,74,76,78,76,76,74,73,61,62,62,62,67,71,69,67
74,74,74,71,72,74,76,69,66,69,67,67,67,67,67,66
71,72,74,72,71,71,69,67,67,67,67,67,67,67,66,66
67,71,69,71,72,74,74,74,62,67,66,67,67,67,66,64
71,72,71,71,76,72,69,69,66,66,67,66,64,64,66,64
71,74,76,78,79,78,76,76,63,67,67,69,71,69,71,69
76,76,76,74,71,69,69,67,67,69,67,66,67,67,66,64
72,71,72,72,74,74,72,72,67,67,67,66,67,68,64,60
74,76,77,76,74,74,72,71,67,67,67,67,67,65,64,65
69,71,72,74,74,74,72,72,64,62,67,69,67,65,64,67
71,72,72,74,74,72,72,74,67,67,66,67,68,64,60,67
76,77,76,74,74,72,71,69,67,67,67,67,65,64,65,64
71,72,74,74,74,72,72,74,62,67,69,67,65,64,67,67
